study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA278075	SRP056260	SAMN03383931	SRS924852	SRX1013035	SRR2001459	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	6m_Station1_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	3133	1570944	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 6m_Station1_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	6m_Station1_GOM_16S_V4_Amplicon	6m_Station1_GOM_16S_V4_Amplicon _files	268449;397859	6d7279d027ece76faacb4e53c36f0b8b;49a74374770023b0c3c59d383a893deb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001459/SRR2001459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001459/SRR2001459_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001459/SRR2001459_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001459/SRR2001459_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001459/SRR2001459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001459/SRR2001459_2.fastq.gz							962730	2546c2c1e702e5171bcfafecf3b32292	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001459	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/009/SRR2001459	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001459				6m_Station1_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383932	SRS924851	SRX1013036	SRR2001460	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	11m_Station1_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	15367	7703662	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 11m_Station1_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	11m_Station1_GOM_16S_V4_Amplicon	11m_Station1_GOM_16S_V4_Amplicon_files	1363404;2027697	07c9fbb1fc8823eb602775a6d3f29d3b;c46ccd4e31c812657114f61acccdb10d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001460/SRR2001460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001460/SRR2001460_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001460/SRR2001460_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001460/SRR2001460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001460/SRR2001460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001460/SRR2001460_2.fastq.gz							4486152	47753afb686c74fc3f15b75b38e227f5	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001460	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/000/SRR2001460	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001460				11m_Station1_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383933	SRS924850	SRX1013037	SRR2001461	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station3_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	3689	1849679	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 2m_Station3_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station3_GOM_16S_V4_Amplicon	2m_Station3_GOM_16S_V4_Amplicon _files	338386;476862	37e4beff6019726bf5fb7dead15f97b9;8bc8f1c602c790707fef83279534439e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001461/SRR2001461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001461/SRR2001461_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001461/SRR2001461_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001461/SRR2001461_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001461/SRR2001461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001461/SRR2001461_2.fastq.gz							1080868	6e2cc3d46941f03c55c8c4cd0e70f1b2	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001461	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/001/SRR2001461	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001461				2m_Station3_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383934	SRS924849	SRX1013038	SRR2001462	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	45m_Station3_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	4901	2456917	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 45m_Station3_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	45m_Station3_GOM_16S_V4_Amplicon	45m_Station3_GOM_16S_V4_Amplicon_files	462736;661795	394ef30229e116775e8269919edfd97a;05af0b768b193a1e3070317005be61af	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001462/SRR2001462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001462/SRR2001462_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001462/SRR2001462_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001462/SRR2001462_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001462/SRR2001462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001462/SRR2001462_2.fastq.gz							1433077	c137283558440292766737a33014dab1	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001462	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/002/SRR2001462	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001462				45m_Station3_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383935	SRS924848	SRX1013039	SRR2001463	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	120m_Station3_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	6181	3099348	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 120m_Station3_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	120m_Station3_GOM_16S_V4_Amplicon	120m_Station3_GOM_16S_V4_Amplicon_files	563957;814984	8b3ef4d9f00fa60b540ae8298cf74c8c;84c28a762706e561dac0c9555e862661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001463/SRR2001463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001463/SRR2001463_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001463/SRR2001463_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/003/SRR2001463/SRR2001463_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001463/SRR2001463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/003/SRR2001463/SRR2001463_2.fastq.gz							1748574	6a43384a97c7d974c8e36b5feae93e5f	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001463	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/003/SRR2001463	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/003/SRR2001463				120m_Station3_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383936	SRS924847	SRX1013040	SRR2001464	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station4_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	5849	2930807	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 2m_Station4_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station4_GOM_16S_V4_Amplicon	2m_Station4_GOM_16S_V4_Amplicon _files	506948;786164	d615b1b791124490a5e0027803038e1b;2d2180d467d3c5b98e94ad7050cdb12c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001464/SRR2001464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001464/SRR2001464_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001464/SRR2001464_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/004/SRR2001464/SRR2001464_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001464/SRR2001464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/004/SRR2001464/SRR2001464_2.fastq.gz							1763517	23883ee1426e3293b0bfb2e9dd468864	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001464	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/004/SRR2001464	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/004/SRR2001464				2m_Station4_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383937	SRS924846	SRX1013041	SRR2001465	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	10m_Station4_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	6877	3447227	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 10m_Station4_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	10m_Station4_GOM_16S_V4_Amplicon	10m_Station4_GOM_16S_V4_Amplicon_files	614089;910913	a22d943a13f278202a3894b20aabc2cb;4e55af30997225c7759f868198d91311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001465/SRR2001465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001465/SRR2001465_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001465/SRR2001465_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/005/SRR2001465/SRR2001465_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001465/SRR2001465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/005/SRR2001465/SRR2001465_2.fastq.gz							2007667	24a71499257e834bc6204a93a3c25c27	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001465	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/005/SRR2001465	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/005/SRR2001465				10m_Station4_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383938	SRS924845	SRX1013042	SRR2001466	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station5_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	673	337279	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 2m_Station5_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station5_GOM_16S_V4_Amplicon	2m_Station5_GOM_16S_V4_Amplicon _files	62299;88286	4b024ec479c43192fe18a6b52a423ed2;35dd017533e0ebcdddff7cddc7d77974	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001466/SRR2001466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001466/SRR2001466_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001466/SRR2001466_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/006/SRR2001466/SRR2001466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001466/SRR2001466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/006/SRR2001466/SRR2001466_2.fastq.gz							266051	c4678c4ec97a3fa8cfd2e20126316168	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001466	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/006/SRR2001466	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/006/SRR2001466				2m_Station5_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383939	SRS924844	SRX1013043	SRR2001467	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	5m_Station5_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	5077	2544168	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 5m_Station5_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	5m_Station5_GOM_16S_V4_Amplicon	5m_Station5_GOM_16S_V4_Amplicon _files	473567;678955	771670e57a1b5db847e46e808cf3ad73;41f009cd7bc39d178c0a068f73502b2a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001467/SRR2001467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001467/SRR2001467_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001467/SRR2001467_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/007/SRR2001467/SRR2001467_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001467/SRR2001467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/007/SRR2001467/SRR2001467_2.fastq.gz							1511655	eb983cfe4aa20b902d1596fadd430baf	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001467	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/007/SRR2001467	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/007/SRR2001467				5m_Station5_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383940	SRS924843	SRX1013044	SRR2001468	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	10m_Station5_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	7966	3994432	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 10m_Station5_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	10m_Station5_GOM_16S_V4_Amplicon	10m_Station5_GOM_16S_V4_Amplicon_files	716827;1037983	17d49620216b2e49be45441f3cdabf9a;c74d5a77a27b84bdbcc54e3a07f6345b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001468/SRR2001468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001468/SRR2001468_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001468/SRR2001468_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/008/SRR2001468/SRR2001468_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001468/SRR2001468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/008/SRR2001468/SRR2001468_2.fastq.gz							2252610	14051ff6d67b307d914acd98af86b5c1	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001468	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/008/SRR2001468	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/008/SRR2001468				10m_Station5_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383941	SRS924842	SRX1013045	SRR2001469	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	2m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	14760	7396969	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 2m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	2m_Station6_GOM_16S_V4_Amplicon	2m_Station6_GOM_16S_V4_Amplicon _files	1370245;2057518	31391cf31800421c62c563950508bd44;50a8872dcbed75a6ea8a74a894211e9b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001469/SRR2001469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001469/SRR2001469_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001469/SRR2001469_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/009/SRR2001469/SRR2001469_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001469/SRR2001469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/009/SRR2001469/SRR2001469_2.fastq.gz							4429608	9f5189bfa1624f8a55ebfa687011361c	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001469	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/009/SRR2001469	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/009/SRR2001469				2m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383942	SRS924841	SRX1013046	SRR2001470	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	3m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	24052	12054054	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 3m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	3m_Station6_GOM_16S_V4_Amplicon	3m_Station6_GOM_16S_V4_Amplicon _files	2211130;3310207	f12ae0cd413241117fcc98966372c209;9b35fd42d4a36262da831472da6e6253	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001470/SRR2001470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001470/SRR2001470_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001470/SRR2001470_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/000/SRR2001470/SRR2001470_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001470/SRR2001470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/000/SRR2001470/SRR2001470_2.fastq.gz							7096402	f1c128fc7648a264d52a109a8cf744f9	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001470	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/000/SRR2001470	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/000/SRR2001470				3m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383943	SRS924840	SRX1013047	SRR2001471	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	5m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	2421	1213557	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 5m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	5m_Station6_GOM_16S_V4_Amplicon	5m_Station6_GOM_16S_V4_Amplicon _files	222634;336560	9aa03aae8c850ab28239f4dfcee3947a;b155312a5bed2069b76a3938f2d34f06	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001471/SRR2001471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001471/SRR2001471_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001471/SRR2001471_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/001/SRR2001471/SRR2001471_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001471/SRR2001471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/001/SRR2001471/SRR2001471_2.fastq.gz							786143	3cf5dd4a3cae4077a7e28e683505633f	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001471	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/001/SRR2001471	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/001/SRR2001471				5m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
PRJNA278075	SRP056260	SAMN03383944	SRS924839	SRX1013048	SRR2001472	SRA246989	408172	marine metagenome	ILLUMINA	Illumina MiSeq	7m_Station6_GOM_16S_V4_Amplicon		PAIRED	AMPLICON	METAGENOMIC	PCR	4419	2214862	Georgia Institute of Technology	2015-05-03	2015-06-19	Illumina MiSeq sequencing; Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone: Sample 7m_Station6_GOM_16S_V4_Amplicon	Biogeochemical and metagenomic analysis of nitrite accumulation in the Gulf of Mexico hypoxic zone	PRJNA278075	7m_Station6_GOM_16S_V4_Amplicon	7m_Station6_GOM_16S_V4_Amplicon _files	400813;583626	d94529850cdccc4ed5d985957be44131;73b3c149c15e6c964f0c88f05a9c8ba8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001472/SRR2001472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001472/SRR2001472_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001472/SRR2001472_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR200/002/SRR2001472/SRR2001472_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001472/SRR2001472_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR200/002/SRR2001472/SRR2001472_2.fastq.gz							1332510	ec779d06f6d837d54636ac44c90116d0	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001472	fasp.sra.ebi.ac.uk:/vol1/srr/SRR200/002/SRR2001472	ftp.sra.ebi.ac.uk/vol1/srr/SRR200/002/SRR2001472				7m_Station6_GOM_16S_V4_Amplicon		This sample has been submitted by Georgia Institute of Technology on 2015-05-01; marine metagenome		2015-05-03
